Time[s], RIGHT, LEFT, BACK, FWD, SO
6.08779, 1, 0, 1, 1, 0
6.08812, 1, 0, 1, 1, 1
6.088453, 1, 0, 1, 1, 0
6.088784, 1, 0, 1, 1, 1
6.089117, 1, 0, 1, 1, 0
6.089447, 1, 0, 1, 1, 1
6.08978, 1, 0, 1, 1, 0
6.09011, 1, 0, 1, 1, 1
6.090443, 1, 0, 1, 1, 0
6.090774, 1, 0, 1, 1, 1
6.091107, 1, 0, 1, 1, 0
6.091437, 1, 0, 1, 1, 1
6.09177, 1, 0, 1, 1, 0
6.0921, 1, 0, 1, 1, 1
6.092433, 1, 0, 1, 1, 0
6.092764, 1, 0, 1, 1, 1
6.093097, 1, 0, 1, 1, 0
6.093427, 1, 0, 1, 1, 1
6.09376, 1, 0, 1, 1, 0
6.094091, 1, 0, 1, 1, 1
6.094424, 1, 0, 1, 1, 0
6.094754, 1, 0, 1, 1, 1
6.095087, 1, 0, 1, 1, 0
6.095417, 1, 0, 1, 1, 1
6.09575, 1, 0, 1, 1, 0
6.096081, 1, 0, 1, 1, 1
6.096414, 1, 0, 1, 1, 0
6.096744, 1, 0, 1, 1, 1
6.097077, 1, 0, 1, 1, 0
6.097407, 1, 0, 1, 1, 1
6.09774, 1, 0, 1, 1, 0
6.098071, 1, 0, 1, 1, 1
6.098404, 1, 0, 1, 1, 0
6.098734, 1, 0, 1, 1, 1
6.099733, 1, 0, 1, 1, 0
6.100064, 1, 0, 1, 1, 1
6.101063, 1, 0, 1, 1, 0
6.101393, 1, 0, 1, 1, 1
6.102393, 1, 0, 1, 1, 0
6.102723, 1, 0, 1, 1, 1
6.103722, 1, 0, 1, 1, 0
6.104052, 1, 0, 1, 1, 1
6.104386, 1, 0, 1, 1, 0
6.104716, 1, 0, 1, 1, 1
6.105049, 1, 0, 1, 1, 0
6.105379, 1, 0, 1, 1, 1
6.105712, 1, 0, 1, 1, 0
6.106043, 1, 0, 1, 1, 1
6.106376, 1, 0, 1, 1, 0
6.106706, 1, 0, 1, 1, 1
6.107039, 1, 0, 1, 1, 0
6.107369, 1, 0, 1, 1, 1
6.107703, 1, 0, 1, 1, 0
6.108033, 1, 0, 1, 1, 1
6.108366, 1, 0, 1, 1, 0
6.108696, 1, 0, 1, 1, 1
6.109029, 1, 0, 1, 1, 0
6.10936, 1, 0, 1, 1, 1
6.109693, 1, 0, 1, 1, 0
6.110023, 1, 0, 1, 1, 1
6.110356, 1, 0, 1, 1, 0
6.110686, 1, 0, 1, 1, 1
6.111019, 1, 0, 1, 1, 0
6.11135, 1, 0, 1, 1, 1
6.111683, 1, 0, 1, 1, 0
6.112013, 1, 0, 1, 1, 1
6.112346, 1, 0, 1, 1, 0
6.112677, 1, 0, 1, 1, 1
6.11301, 1, 0, 1, 1, 0
6.11334, 1, 0, 1, 1, 1
6.113673, 1, 0, 1, 1, 0
6.114003, 1, 0, 1, 1, 1
6.114336, 1, 0, 1, 1, 0
6.114667, 1, 0, 1, 1, 1
6.115, 1, 0, 1, 1, 0
6.11533, 1, 0, 1, 1, 1
6.115663, 1, 0, 1, 1, 0
6.115994, 1, 0, 1, 1, 1
6.116327, 1, 0, 1, 1, 0
6.116657, 1, 0, 1, 1, 1
6.11699, 1, 0, 1, 1, 0
6.11732, 1, 0, 1, 1, 1
6.117653, 1, 0, 1, 1, 0
6.117984, 1, 0, 1, 1, 1
6.118317, 1, 0, 1, 1, 0
6.118647, 1, 0, 1, 1, 1
6.11898, 1, 0, 1, 1, 0
6.119311, 1, 0, 1, 1, 1
6.119644, 1, 0, 1, 1, 0
6.119974, 1, 0, 1, 1, 1
6.120307, 1, 0, 1, 1, 0
6.120637, 1, 0, 1, 1, 1
6.12097, 1, 0, 1, 1, 0
6.121301, 1, 0, 1, 1, 1
6.121634, 1, 0, 1, 1, 0
6.121964, 1, 0, 1, 1, 1
6.122297, 1, 0, 1, 1, 0
6.122627, 1, 0, 1, 1, 1
6.122961, 1, 0, 1, 1, 0
6.123291, 1, 0, 1, 1, 1
6.123624, 1, 0, 1, 1, 0
6.123954, 1, 0, 1, 1, 1
6.124287, 1, 0, 1, 1, 0
6.124618, 1, 0, 1, 1, 1
6.124951, 1, 0, 1, 1, 0
6.125281, 1, 0, 1, 1, 1
6.125614, 1, 0, 1, 1, 0
6.125944, 1, 0, 1, 1, 1
6.126278, 1, 0, 1, 1, 0
6.126608, 1, 0, 1, 1, 1
6.126941, 1, 0, 1, 1, 0
6.127271, 1, 0, 1, 1, 1
6.127604, 1, 0, 1, 1, 0
6.127935, 1, 0, 1, 1, 1
6.128268, 1, 0, 1, 1, 0
6.128598, 1, 0, 1, 1, 1
6.128931, 1, 0, 1, 1, 0
6.129261, 1, 0, 1, 1, 1
6.129594, 1, 0, 1, 1, 0
6.129925, 1, 0, 1, 1, 1
6.130258, 1, 0, 1, 1, 0
6.130588, 1, 0, 1, 1, 1
6.130921, 1, 0, 1, 1, 0
6.131252, 1, 0, 1, 1, 1
6.131585, 1, 0, 1, 1, 0
6.131915, 1, 0, 1, 1, 1
6.132248, 1, 0, 1, 1, 0
6.132578, 1, 0, 1, 1, 1
6.132911, 1, 0, 1, 1, 0
6.133242, 1, 0, 1, 1, 1
6.133575, 1, 0, 1, 1, 0
6.133905, 1, 0, 1, 1, 1
6.134238, 1, 0, 1, 1, 0
6.134569, 1, 0, 1, 1, 1
6.134902, 1, 0, 1, 1, 0
6.135232, 1, 0, 1, 1, 1
6.135565, 1, 0, 1, 1, 0
6.135895, 1, 0, 1, 1, 1
6.136229, 1, 0, 1, 1, 0
6.136559, 1, 0, 1, 1, 1
6.136892, 1, 0, 1, 1, 0
6.137222, 1, 0, 1, 1, 1
6.137555, 1, 0, 1, 1, 0
6.137886, 1, 0, 1, 1, 1
6.138219, 1, 0, 1, 1, 0
6.138549, 1, 0, 1, 1, 1
6.138882, 1, 0, 1, 1, 0
6.139212, 1, 0, 1, 1, 1
6.139546, 1, 0, 1, 1, 0
6.139876, 1, 0, 1, 1, 1
6.140209, 1, 0, 1, 1, 0
6.140539, 1, 0, 1, 1, 1
6.140872, 1, 0, 1, 1, 0
6.141203, 1, 0, 1, 1, 1
6.141536, 1, 0, 1, 1, 0
6.141866, 1, 0, 1, 1, 1
6.142199, 1, 0, 1, 1, 0
6.14253, 1, 0, 1, 1, 1
6.143529, 1, 0, 1, 1, 0
6.143859, 1, 0, 1, 1, 1
6.144858, 1, 0, 1, 1, 0
6.145189, 1, 0, 1, 1, 1
6.146188, 1, 0, 1, 1, 0
6.146518, 1, 0, 1, 1, 1
6.147518, 1, 0, 1, 1, 0
6.147848, 1, 0, 1, 1, 1
6.148181, 1, 0, 1, 1, 0
6.148512, 1, 0, 1, 1, 1
6.148845, 1, 0, 1, 1, 0
6.149175, 1, 0, 1, 1, 1
6.149508, 1, 0, 1, 1, 0
6.149838, 1, 0, 1, 1, 1
6.150172, 1, 0, 1, 1, 0
6.150502, 1, 0, 1, 1, 1
6.150835, 1, 0, 1, 1, 0
6.151165, 1, 0, 1, 1, 1
6.151498, 1, 0, 1, 1, 0
6.151829, 1, 0, 1, 1, 1
6.152162, 1, 0, 1, 1, 0
6.152492, 1, 0, 1, 1, 1
6.152825, 1, 0, 1, 1, 0
6.153156, 1, 0, 1, 1, 1
6.153489, 1, 0, 1, 1, 0
6.153819, 1, 0, 1, 1, 1
6.154152, 1, 0, 1, 1, 0
6.154482, 1, 0, 1, 1, 1
6.154815, 1, 0, 1, 1, 0
6.155146, 1, 0, 1, 1, 1
6.155479, 1, 0, 1, 1, 0
6.155809, 1, 0, 1, 1, 1
6.156142, 1, 0, 1, 1, 0
6.156473, 1, 0, 1, 1, 1
6.156806, 1, 0, 1, 1, 0
6.157136, 1, 0, 1, 1, 1
6.157469, 1, 0, 1, 1, 0
6.157799, 1, 0, 1, 1, 1
6.158133, 1, 0, 1, 1, 0
6.158463, 1, 0, 1, 1, 1
6.158796, 1, 0, 1, 1, 0
6.159126, 1, 0, 1, 1, 1
6.159459, 1, 0, 1, 1, 0
6.15979, 1, 0, 1, 1, 1
6.160123, 1, 0, 1, 1, 0
6.160453, 1, 0, 1, 1, 1
6.160786, 1, 0, 1, 1, 0
6.161117, 1, 0, 1, 1, 1
6.16145, 1, 0, 1, 1, 0
6.16178, 1, 0, 1, 1, 1
6.162113, 1, 0, 1, 1, 0
6.162443, 1, 0, 1, 1, 1
6.162776, 1, 0, 1, 1, 0
6.163107, 1, 0, 1, 1, 1
6.16344, 1, 0, 1, 1, 0
6.16377, 1, 0, 1, 1, 1
6.164103, 1, 0, 1, 1, 0
6.164434, 1, 0, 1, 1, 1
6.164767, 1, 0, 1, 1, 0
6.165097, 1, 0, 1, 1, 1
6.16543, 1, 0, 1, 1, 0
6.165761, 1, 0, 1, 1, 1
6.166094, 1, 0, 1, 1, 0
6.166424, 1, 0, 1, 1, 1
6.166757, 1, 0, 1, 1, 0
6.167087, 1, 0, 1, 1, 1
6.16742, 1, 0, 1, 1, 0
6.167751, 1, 0, 1, 1, 1
6.168084, 1, 0, 1, 1, 0
6.168414, 1, 0, 1, 1, 1
6.168747, 1, 0, 1, 1, 0
6.169078, 1, 0, 1, 1, 1
6.169411, 1, 0, 1, 1, 0
6.169741, 1, 0, 1, 1, 1
6.170074, 1, 0, 1, 1, 0
6.170404, 1, 0, 1, 1, 1
6.170738, 1, 0, 1, 1, 0
6.171068, 1, 0, 1, 1, 1
6.171401, 1, 0, 1, 1, 0
6.171731, 1, 0, 1, 1, 1
6.172064, 1, 0, 1, 1, 0
6.172395, 1, 0, 1, 1, 1
6.172728, 1, 0, 1, 1, 0
6.173058, 1, 0, 1, 1, 1
6.173391, 1, 0, 1, 1, 0
6.173722, 1, 0, 1, 1, 1
6.174055, 1, 0, 1, 1, 0
6.174385, 1, 0, 1, 1, 1
6.174718, 1, 0, 1, 1, 0
6.175048, 1, 0, 1, 1, 1
6.175382, 1, 0, 1, 1, 0
6.175712, 1, 0, 1, 1, 1
6.176045, 1, 0, 1, 1, 0
6.176375, 1, 0, 1, 1, 1
6.176708, 1, 0, 1, 1, 0
6.177039, 1, 0, 1, 1, 1
6.177372, 1, 0, 1, 1, 0
6.177702, 1, 0, 1, 1, 1
6.178035, 1, 0, 1, 1, 0
6.178366, 1, 0, 1, 1, 1
6.178699, 1, 0, 1, 1, 0
6.179029, 1, 0, 1, 1, 1
6.179362, 1, 0, 1, 1, 0
6.179692, 1, 0, 1, 1, 1
6.180026, 1, 0, 1, 1, 0
6.180356, 1, 0, 1, 1, 1
6.180689, 1, 0, 1, 1, 0
6.181019, 1, 0, 1, 1, 1
6.181352, 1, 0, 1, 1, 0
6.181683, 1, 0, 1, 1, 1
6.182016, 1, 0, 1, 1, 0
6.182346, 1, 0, 1, 1, 1
6.182679, 1, 0, 1, 1, 0
6.18301, 1, 0, 1, 1, 1
6.183343, 1, 0, 1, 1, 0
6.183673, 1, 0, 1, 1, 1
6.184006, 1, 0, 1, 1, 0
6.184336, 1, 0, 1, 1, 1
6.184669, 1, 0, 1, 1, 0
6.185, 1, 0, 1, 1, 1
6.185333, 1, 0, 1, 1, 0
6.185663, 1, 0, 1, 1, 1
6.185996, 1, 0, 1, 1, 0
6.186327, 1, 0, 1, 1, 1
6.187326, 1, 0, 1, 1, 0
6.187656, 1, 0, 1, 1, 1
6.188656, 1, 0, 1, 1, 0
6.188986, 1, 0, 1, 1, 1
6.189985, 1, 0, 1, 1, 0
6.190316, 1, 0, 1, 1, 1
6.191315, 1, 0, 1, 1, 0
6.191645, 1, 0, 1, 1, 1
6.191979, 1, 0, 1, 1, 0
6.192309, 1, 0, 1, 1, 1
6.192642, 1, 0, 1, 1, 0
6.192972, 1, 0, 1, 1, 1
6.193305, 1, 0, 1, 1, 0
6.193636, 1, 0, 1, 1, 1
6.193969, 1, 0, 1, 1, 0
6.194299, 1, 0, 1, 1, 1
6.194632, 1, 0, 1, 1, 0
6.194963, 1, 0, 1, 1, 1
6.195296, 1, 0, 1, 1, 0
6.195626, 1, 0, 1, 1, 1
6.195959, 1, 0, 1, 1, 0
6.19629, 1, 0, 1, 1, 1
6.196623, 1, 0, 1, 1, 0
6.196953, 1, 0, 1, 1, 1
6.197286, 1, 0, 1, 1, 0
6.197616, 1, 0, 1, 1, 1
6.197949, 1, 0, 1, 1, 0
6.19828, 1, 0, 1, 1, 1
6.198613, 1, 0, 1, 1, 0
6.198943, 1, 0, 1, 1, 1
6.199276, 1, 0, 1, 1, 0
6.199607, 1, 0, 1, 1, 1
6.19994, 1, 0, 1, 1, 0
6.20027, 1, 0, 1, 1, 1
6.200603, 1, 0, 1, 1, 0
6.200934, 1, 0, 1, 1, 1
6.201267, 1, 0, 1, 1, 0
6.201597, 1, 0, 1, 1, 1
6.20193, 1, 0, 1, 1, 0
6.20226, 1, 0, 1, 1, 1
6.202594, 1, 0, 1, 1, 0
6.202924, 1, 0, 1, 1, 1
6.203257, 1, 0, 1, 1, 0
6.203587, 1, 0, 1, 1, 1
6.20392, 1, 0, 1, 1, 0
6.204251, 1, 0, 1, 1, 1
6.204584, 1, 0, 1, 1, 0
6.204914, 1, 0, 1, 1, 1
6.205247, 1, 0, 1, 1, 0
6.205578, 1, 0, 1, 1, 1
6.205911, 1, 0, 1, 1, 0
6.206241, 1, 0, 1, 1, 1
6.206574, 1, 0, 1, 1, 0
6.206904, 1, 0, 1, 1, 1
6.207238, 1, 0, 1, 1, 0
6.207568, 1, 0, 1, 1, 1
6.207901, 1, 0, 1, 1, 0
6.208231, 1, 0, 1, 1, 1
6.208564, 1, 0, 1, 1, 0
6.208895, 1, 0, 1, 1, 1
6.209228, 1, 0, 1, 1, 0
6.209558, 1, 0, 1, 1, 1
6.209891, 1, 0, 1, 1, 0
6.210222, 1, 0, 1, 1, 1
6.210555, 1, 0, 1, 1, 0
6.210885, 1, 0, 1, 1, 1
6.211218, 1, 0, 1, 1, 0
6.211549, 1, 0, 1, 1, 1
6.211882, 1, 0, 1, 1, 0
6.212212, 1, 0, 1, 1, 1
6.212545, 1, 0, 1, 1, 0
6.212875, 1, 0, 1, 1, 1
6.213209, 1, 0, 1, 1, 0
6.213539, 1, 0, 1, 1, 1
6.213872, 1, 0, 1, 1, 0
6.214202, 1, 0, 1, 1, 1
6.214535, 1, 0, 1, 1, 0
6.214866, 1, 0, 1, 1, 1
6.215199, 1, 0, 1, 1, 0
6.215529, 1, 0, 1, 1, 1
6.215862, 1, 0, 1, 1, 0
6.216193, 1, 0, 1, 1, 1
6.216526, 1, 0, 1, 1, 0
6.216856, 1, 0, 1, 1, 1
6.217189, 1, 0, 1, 1, 0
6.21752, 1, 0, 1, 1, 1
6.217853, 1, 0, 1, 1, 0
6.218183, 1, 0, 1, 1, 1
6.218516, 1, 0, 1, 1, 0
6.218846, 1, 0, 1, 1, 1
6.219179, 1, 0, 1, 1, 0
6.21951, 1, 0, 1, 1, 1
6.219843, 1, 0, 1, 1, 0
6.220173, 1, 0, 1, 1, 1
6.220506, 1, 0, 1, 1, 0
6.220837, 1, 0, 1, 1, 1
6.22117, 1, 0, 1, 1, 0
6.2215, 1, 0, 1, 1, 1
6.221833, 1, 0, 1, 1, 0
6.222164, 1, 0, 1, 1, 1
6.222497, 1, 0, 1, 1, 0
6.222827, 1, 0, 1, 1, 1
6.22316, 1, 0, 1, 1, 0
6.22349, 1, 0, 1, 1, 1
6.223824, 1, 0, 1, 1, 0
6.224154, 1, 0, 1, 1, 1
6.224487, 1, 0, 1, 1, 0
6.224817, 1, 0, 1, 1, 1
6.22515, 1, 0, 1, 1, 0
6.225481, 1, 0, 1, 1, 1
6.225814, 1, 0, 1, 1, 0
6.226144, 1, 0, 1, 1, 1
6.226477, 1, 0, 1, 1, 0
6.226808, 1, 0, 1, 1, 1
6.227141, 1, 0, 1, 1, 0
6.227471, 1, 0, 1, 1, 1
6.227804, 1, 0, 1, 1, 0
6.228135, 1, 0, 1, 1, 1
6.228468, 1, 0, 1, 1, 0
6.228798, 1, 0, 1, 1, 1
6.229131, 1, 0, 1, 1, 0
6.229461, 1, 0, 1, 1, 1
6.229795, 1, 0, 1, 1, 0
6.230125, 1, 0, 1, 1, 1
6.231124, 1, 0, 1, 1, 0
6.231455, 1, 0, 1, 1, 1
6.232454, 1, 0, 1, 1, 0
6.232784, 1, 0, 1, 1, 1
6.233784, 1, 0, 1, 1, 0
6.234114, 1, 0, 1, 1, 1
6.235113, 1, 0, 1, 1, 0
6.235444, 1, 0, 1, 1, 1
6.235777, 1, 0, 1, 1, 0
6.236107, 1, 0, 1, 1, 1
6.23644, 1, 0, 1, 1, 0
6.236771, 1, 0, 1, 1, 1
6.237104, 1, 0, 1, 1, 0
6.237434, 1, 0, 1, 1, 1
6.237767, 1, 0, 1, 1, 0
6.238098, 1, 0, 1, 1, 1
6.238431, 1, 0, 1, 1, 0
6.238761, 1, 0, 1, 1, 1
6.239094, 1, 0, 1, 1, 0
6.239425, 1, 0, 1, 1, 1
6.239758, 1, 0, 1, 1, 0
6.240088, 1, 0, 1, 1, 1
6.240421, 1, 0, 1, 1, 0
6.240751, 1, 0, 1, 1, 1
6.241085, 1, 0, 1, 1, 0
6.241415, 1, 0, 1, 1, 1
6.241748, 1, 0, 1, 1, 0
6.242078, 1, 0, 1, 1, 1
6.242411, 1, 0, 1, 1, 0
6.242742, 1, 0, 1, 1, 1
6.243075, 1, 0, 1, 1, 0
6.243405, 1, 0, 1, 1, 1
6.243738, 1, 0, 1, 1, 0
6.244069, 1, 0, 1, 1, 1
6.244402, 1, 0, 1, 1, 0
6.244732, 1, 0, 1, 1, 1
6.245065, 1, 0, 1, 1, 0
6.245396, 1, 0, 1, 1, 1
6.245729, 1, 0, 1, 1, 0
6.246059, 1, 0, 1, 1, 1
6.246392, 1, 0, 1, 1, 0
6.246722, 1, 0, 1, 1, 1
6.247056, 1, 0, 1, 1, 0
6.247386, 1, 0, 1, 1, 1
6.247719, 1, 0, 1, 1, 0
6.248049, 1, 0, 1, 1, 1
6.248382, 1, 0, 1, 1, 0
6.248713, 1, 0, 1, 1, 1
6.249046, 1, 0, 1, 1, 0
6.249376, 1, 0, 1, 1, 1
6.249709, 1, 0, 1, 1, 0
6.25004, 1, 0, 1, 1, 1
6.250373, 1, 0, 1, 1, 0
6.250703, 1, 0, 1, 1, 1
6.251036, 1, 0, 1, 1, 0
6.251367, 1, 0, 1, 1, 1
6.2517, 1, 0, 1, 1, 0
6.25203, 1, 0, 1, 1, 1
6.252363, 1, 0, 1, 1, 0
6.252694, 1, 0, 1, 1, 1
6.253027, 1, 0, 1, 1, 0
6.253357, 1, 0, 1, 1, 1
6.25369, 1, 0, 1, 1, 0
6.25402, 1, 0, 1, 1, 1
6.254354, 1, 0, 1, 1, 0
6.254684, 1, 0, 1, 1, 1
6.255017, 1, 0, 1, 1, 0
6.255347, 1, 0, 1, 1, 1
6.25568, 1, 0, 1, 1, 0
6.256011, 1, 0, 1, 1, 1
6.256344, 1, 0, 1, 1, 0
6.256674, 1, 0, 1, 1, 1
6.257007, 1, 0, 1, 1, 0
6.257338, 1, 0, 1, 1, 1
6.257671, 1, 0, 1, 1, 0
6.258001, 1, 0, 1, 1, 1
6.258334, 1, 0, 1, 1, 0
6.258665, 1, 0, 1, 1, 1
6.258998, 1, 0, 1, 1, 0
6.259328, 1, 0, 1, 1, 1
6.259661, 1, 0, 1, 1, 0
6.259991, 1, 0, 1, 1, 1
6.260325, 1, 0, 1, 1, 0
6.260655, 1, 0, 1, 1, 1
6.260988, 1, 0, 1, 1, 0
6.261318, 1, 0, 1, 1, 1
6.261651, 1, 0, 1, 1, 0
6.261982, 1, 0, 1, 1, 1
6.262315, 1, 0, 1, 1, 0
6.262645, 1, 0, 1, 1, 1
6.262978, 1, 0, 1, 1, 0
6.263309, 1, 0, 1, 1, 1
6.263642, 1, 0, 1, 1, 0
6.263972, 1, 0, 1, 1, 1
6.264305, 1, 0, 1, 1, 0
6.264636, 1, 0, 1, 1, 1
6.264969, 1, 0, 1, 1, 0
6.265299, 1, 0, 1, 1, 1
6.265632, 1, 0, 1, 1, 0
6.265963, 1, 0, 1, 1, 1
6.266296, 1, 0, 1, 1, 0
6.266626, 1, 0, 1, 1, 1
6.266959, 1, 0, 1, 1, 0
6.267289, 1, 0, 1, 1, 1
6.267623, 1, 0, 1, 1, 0
6.267953, 1, 0, 1, 1, 1
6.268286, 1, 0, 1, 1, 0
6.268616, 1, 0, 1, 1, 1
6.268949, 1, 0, 1, 1, 0
6.26928, 1, 0, 1, 1, 1
6.269613, 1, 0, 1, 1, 0
6.269943, 1, 0, 1, 1, 1
6.270276, 1, 0, 1, 1, 0
6.270607, 1, 0, 1, 1, 1
6.27094, 1, 0, 1, 1, 0
6.27127, 1, 0, 1, 1, 1
6.271603, 1, 0, 1, 1, 0
6.271934, 1, 0, 1, 1, 1
6.272267, 1, 0, 1, 1, 0
6.272597, 1, 0, 1, 1, 1
6.27293, 1, 0, 1, 1, 0
6.273261, 1, 0, 1, 1, 1
6.273594, 1, 0, 1, 1, 0
6.273924, 1, 0, 1, 1, 1
6.274923, 1, 0, 1, 1, 0
6.275254, 1, 0, 1, 1, 1
6.276253, 1, 0, 1, 1, 0
6.276583, 1, 0, 1, 1, 1
6.277583, 1, 0, 1, 1, 0
6.277913, 1, 0, 1, 1, 1
6.278913, 1, 0, 1, 1, 0
6.279243, 1, 0, 1, 1, 1
6.279576, 1, 0, 1, 1, 0
6.279907, 1, 0, 1, 1, 1
6.28024, 1, 0, 1, 1, 0
6.28057, 1, 0, 1, 1, 1
6.280903, 1, 0, 1, 1, 0
6.281233, 1, 0, 1, 1, 1
6.281567, 1, 0, 1, 1, 0
6.281897, 1, 0, 1, 1, 1
6.28223, 1, 0, 1, 1, 0
6.28256, 1, 0, 1, 1, 1
6.282894, 1, 0, 1, 1, 0
6.283224, 1, 0, 1, 1, 1
6.283557, 1, 0, 1, 1, 0
6.283887, 1, 0, 1, 1, 1
6.28422, 1, 0, 1, 1, 0
6.284551, 1, 0, 1, 1, 1
6.284884, 1, 0, 1, 1, 0
6.285214, 1, 0, 1, 1, 1
6.285547, 1, 0, 1, 1, 0
6.285878, 1, 0, 1, 1, 1
6.286211, 1, 0, 1, 1, 0
6.286541, 1, 0, 1, 1, 1
6.286874, 1, 0, 1, 1, 0
6.287205, 1, 0, 1, 1, 1
6.287538, 1, 0, 1, 1, 0
6.287868, 1, 0, 1, 1, 1
6.288201, 1, 0, 1, 1, 0
6.288532, 1, 0, 1, 1, 1
6.288865, 1, 0, 1, 1, 0
6.289195, 1, 0, 1, 1, 1
6.289528, 1, 0, 1, 1, 0
6.289859, 1, 0, 1, 1, 1
6.290192, 1, 0, 1, 1, 0
6.290522, 1, 0, 1, 1, 1
6.290855, 1, 0, 1, 1, 0
6.291185, 1, 0, 1, 1, 1
6.291519, 1, 0, 1, 1, 0
6.291849, 1, 0, 1, 1, 1
6.292182, 1, 0, 1, 1, 0
6.292512, 1, 0, 1, 1, 1
6.292845, 1, 0, 1, 1, 0
6.293176, 1, 0, 1, 1, 1
6.293509, 1, 0, 1, 1, 0
6.293839, 1, 0, 1, 1, 1
6.294172, 1, 0, 1, 1, 0
6.294503, 1, 0, 1, 1, 1
6.294836, 1, 0, 1, 1, 0
6.295166, 1, 0, 1, 1, 1
6.295499, 1, 0, 1, 1, 0
6.29583, 1, 0, 1, 1, 1
6.296163, 1, 0, 1, 1, 0
6.296493, 1, 0, 1, 1, 1
6.296826, 1, 0, 1, 1, 0
6.297157, 1, 0, 1, 1, 1
6.29749, 1, 0, 1, 1, 0
6.29782, 1, 0, 1, 1, 1
6.298153, 1, 0, 1, 1, 0
6.298484, 1, 0, 1, 1, 1
6.298817, 1, 0, 1, 1, 0
6.299147, 1, 0, 1, 1, 1
6.29948, 1, 0, 1, 1, 0
6.299811, 1, 0, 1, 1, 1
6.300144, 1, 0, 1, 1, 0
6.300474, 1, 0, 1, 1, 1
6.300807, 1, 0, 1, 1, 0
6.301137, 1, 0, 1, 1, 1
6.301471, 1, 0, 1, 1, 0
6.301801, 1, 0, 1, 1, 1
6.302134, 1, 0, 1, 1, 0
6.302464, 1, 0, 1, 1, 1
6.302797, 1, 0, 1, 1, 0
6.303128, 1, 0, 1, 1, 1
6.303461, 1, 0, 1, 1, 0
6.303791, 1, 0, 1, 1, 1
6.304124, 1, 0, 1, 1, 0
6.304455, 1, 0, 1, 1, 1
6.304788, 1, 0, 1, 1, 0
6.305118, 1, 0, 1, 1, 1
6.305451, 1, 0, 1, 1, 0
6.305782, 1, 0, 1, 1, 1
6.306115, 1, 0, 1, 1, 0
6.306445, 1, 0, 1, 1, 1
6.306778, 1, 0, 1, 1, 0
6.307109, 1, 0, 1, 1, 1
6.307442, 1, 0, 1, 1, 0
6.307772, 1, 0, 1, 1, 1
6.308105, 1, 0, 1, 1, 0
6.308436, 1, 0, 1, 1, 1
6.308769, 1, 0, 1, 1, 0
6.309099, 1, 0, 1, 1, 1
6.309432, 1, 0, 1, 1, 0
6.309763, 1, 0, 1, 1, 1
6.310096, 1, 0, 1, 1, 0
6.310426, 1, 0, 1, 1, 1
6.310759, 1, 0, 1, 1, 0
6.311089, 1, 0, 1, 1, 1
6.311423, 1, 0, 1, 1, 0
6.311753, 1, 0, 1, 1, 1
6.312086, 1, 0, 1, 1, 0
6.312416, 1, 0, 1, 1, 1
6.312749, 1, 0, 1, 1, 0
6.31308, 1, 0, 1, 1, 1
6.313413, 1, 0, 1, 1, 0
6.313743, 1, 0, 1, 1, 1
6.314076, 1, 0, 1, 1, 0
6.314407, 1, 0, 1, 1, 1
6.31474, 1, 0, 1, 1, 0
6.31507, 1, 0, 1, 1, 1
6.315403, 1, 0, 1, 1, 0
6.315734, 1, 0, 1, 1, 1
6.316067, 1, 0, 1, 1, 0
6.316397, 1, 0, 1, 1, 1
6.31673, 1, 0, 1, 1, 0
6.317061, 1, 0, 1, 1, 1
6.317394, 1, 0, 1, 1, 0
6.317724, 1, 0, 1, 1, 1
6.318723, 1, 0, 1, 1, 0
6.319054, 1, 0, 1, 1, 1
6.320053, 1, 0, 1, 1, 0
6.320384, 1, 0, 1, 1, 1
6.321383, 1, 0, 1, 1, 0
6.321713, 1, 0, 1, 1, 1
6.322713, 1, 0, 1, 1, 0
6.323043, 1, 0, 1, 1, 1
6.323376, 1, 0, 1, 1, 0
6.323707, 1, 0, 1, 1, 1
6.32404, 1, 0, 1, 1, 0
6.32437, 1, 0, 1, 1, 1
6.324703, 1, 0, 1, 1, 0
6.325034, 1, 0, 1, 1, 1
6.325367, 1, 0, 1, 1, 0
6.325697, 1, 0, 1, 1, 1
6.32603, 1, 0, 1, 1, 0
6.326361, 1, 0, 1, 1, 1
6.326694, 1, 0, 1, 1, 0
6.327024, 1, 0, 1, 1, 1
6.327357, 1, 0, 1, 1, 0
6.327688, 1, 0, 1, 1, 1
6.328021, 1, 0, 1, 1, 0
6.328351, 1, 0, 1, 1, 1
6.328684, 1, 0, 1, 1, 0
6.329015, 1, 0, 1, 1, 1
6.329348, 1, 0, 1, 1, 0
6.329678, 1, 0, 1, 1, 1
6.330011, 1, 0, 1, 1, 0
6.330342, 1, 0, 1, 1, 1
6.330675, 1, 0, 1, 1, 0
6.331005, 1, 0, 1, 1, 1
6.331338, 1, 0, 1, 1, 0
6.331668, 1, 0, 1, 1, 1
6.332002, 1, 0, 1, 1, 0
6.332332, 1, 0, 1, 1, 1
6.332665, 1, 0, 1, 1, 0
6.332995, 1, 0, 1, 1, 1
6.333329, 1, 0, 1, 1, 0
6.333659, 1, 0, 1, 1, 1
6.333992, 1, 0, 1, 1, 0
6.334322, 1, 0, 1, 1, 1
6.334656, 1, 0, 1, 1, 0
6.334986, 1, 0, 1, 1, 1
